name,loc,style,size,price,foc
信达万科城(理想城)  ,"123.446710265,41.6951556101", 2室2厅 , 100.57,180,0
城中艺景  ,"123.466725917,41.8248084106", 3室2厅 , 140,155,1
金地长青湾·丹陛  ,"123.518265266,41.7599597196", 3室2厅 , 137.2,230,1
同方世纪大厦  ,"123.463585821,41.7238087607", 2室2厅 , 98.51,85,62
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 128.62,179,26
格林观堂一期  ,"123.397588035,41.7479598771", 2室2厅 , 95.1,165,11
百荷湾  ,"123.435014423,41.6918597176", 2室2厅 , 68.61,60,29
万科新里程  ,"123.513544428,41.7492344647", 2室2厅 , 120.85,116,22
龙湖花千树  ,"123.339179462,41.8166461014", 3室2厅 , 142.09,215,4
中海国际社区一期  ,"123.42189771,41.7464514168", 3室2厅 , 135.36,248,8
第九街区  ,"123.363349799,41.7946456069", 3室1厅 , 103.67,95,18
凯旋门  ,"123.388536671,41.7973709468", 5室2厅 , 222.4,360,57
翰逸华园  ,"123.414756703,41.7525487452", 3室2厅 , 117.09,160,27
亚都名苑  ,"123.402286677,41.866966447", 3室2厅 , 125.74,96,57
枫合万嘉一期  ,"123.471824407,41.8195660872", 3室2厅 , 115.01,158,26
阳光尚城三期  ,"123.401138363,41.8731572295", 3室2厅 , 94.85,85,40
华发岭南荟  ,"123.496289684,41.7451555931", 3室2厅 , 144.43,225,10
河畔花园  ,"123.44647624,41.7626893176", 3室2厅 , 211.79,178,160
银亿万万城  ,"123.40646661,41.8912208949", 2室2厅 , 92.03,76,102
华茂中心  ,"123.470507089,41.6942226532", 2室2厅 , 78.59,80.8,34
万达广场A组团  ,"123.360837073,41.7879701872", 2室2厅 , 86.6,78,28
恒大城一期  ,"123.406544953,41.8853822472", 3室2厅 , 128.43,112,4
万科蓝山  ,"123.515879364,41.8355297338", 2室2厅 , 89.16,93,43
万科铂萃园  ,"123.453252966,41.7653534138", 3室2厅 , 171.82,326,9
万科明天广场  ,"123.463404667,41.7301005716", 3室2厅 , 98.33,140,17
碧桂园银河城聆涛  ,"123.348774215,41.7564508355", 3室2厅 , 135,110,14
向善家园  ,, 2室1厅 , 80,81,1
第一城A组团  ,"123.353059079,41.8133700476", 1室1厅 , 55.23,54,3
双路社区  ,"123.455070468,41.7815047621", 2室1厅 , 51.8,65,3
碧桂园太阳城  ,"123.432598963,41.9493108933", 1室1厅 , 60.78,40,7
双路社区  ,"123.455070468,41.7815047621", 1室1厅 , 37,55,1
在水一方西园  ,"123.509419668,41.7578939395", 3室2厅 , 121,100,3
兴丰社区  ,"123.453122171,41.8015808581", 2室1厅 , 68.21,36,54
河畔新城五期  ,"123.484844064,41.7540165766", 4室2厅 , 168,190,20
泰荣湾  ,"123.532310217,41.7544388386", 2室2厅 , 88.22,90,7
枫合万嘉三期  ,"123.474707432,41.8236108468", 2室1厅 , 76.61,98.5,2
巧克力城  ,"123.502845696,41.8483159122", 2室1厅 , 98.63,82,8
林韵春天  ,"123.510062495,41.8462796149", 2室1厅 , 67.91,54,14
恒大名都  ,"123.398146408,41.6892931962", 3室1厅 , 109.18,95,2
河畔花园  ,"123.44647624,41.7626893176", 2室2厅 , 191.3,135,11
华明小区  ,"123.449158587,41.796353191", 2室1厅 , 61.74,57,1
巴塞罗那二期  ,"123.385399602,41.8038746497", 3室2厅 , 126,200,8
地王国际花园  ,"123.447300521,41.7823232424", 2室1厅 , 100.1,165,58
九洲御府  ,"123.388357173,41.7093287296", 3室2厅 , 147,187,27
九洲御府  ,"123.388357173,41.7093287296", 4室2厅 , 157.46,340,2
沿海赛洛城  ,"123.466932152,41.7359842248", 1室0厅 , 44.26,39.5,9
鑫丰雍景豪城  ,"123.3834333,41.8188636465", 2室2厅 , 95.24,129,8
中海国际社区四期  ,"123.42189771,41.7464514168", 2室2厅 , 97.93,170,2
郡原小石城  ,"123.410913375,41.6972703469", 2室1厅 , 73.74,63,11
恒大绿洲三期  ,"123.34228972,41.7522390188", 3室2厅 , 116.75,89,9
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 92,160,4
中海国际社区四期  ,"123.42189771,41.7464514168", 2室2厅 , 81.06,152,5
恒大城一期  ,"123.406544953,41.8853822472", 2室1厅 , 79.21,72,7
茂泉小区  ,"123.447574534,41.7941425917", 2室2厅 , 88.71,65,75
万达广场A组团  ,"123.360837073,41.7879701872", 2室1厅 , 113.01,110,4
依云北郡F区  ,"123.395071938,41.8727450615", 2室2厅 , 62.12,62,23
秀水小区  ,"123.365403178,41.7838730931", 2室1厅 , 73.13,39,99
国奥现代城二期  ,"123.414676503,41.880137614", 2室2厅 , 84.08,67,42
纳帕名门  ,"123.367059789,41.791108548", 2室1厅 , 92.5,125,16
青年居易  ,"123.391317698,41.8061206243", 1室0厅 , 43.93,45.5,8
龙湖花千树  ,"123.339179462,41.8166461014", 3室2厅 , 97.59,130,4
塞纳家园  ,"123.509525339,41.7533209851", 2室2厅 , 107.27,105,11
格林生活坊一期  ,"123.399860338,41.7523981056", 2室2厅 , 100.17,178,9
金地长青湾  ,"123.518265266,41.7599597196", 3室2厅 , 197.48,260,3
华锐桃源欣城  ,"123.407480505,41.880991398", 3室2厅 , 142.13,122,1
富甲天下  ,"123.361318773,41.7862759975", 3室3厅 , 180.43,115,21
金地檀溪  ,, 3室2厅 , 124.12,190,17
万科金域蓝湾  ,"123.496458757,41.7532438511", 3室2厅 , 142.8,215,5
新加坡城  ,"123.401336371,41.7349047686", 1室1厅 , 61.3,84,7
第一城G组团  ,"123.353059079,41.8133700476", 4室2厅 , 206.51,225,3
怡静园公寓  ,"123.468118233,41.7817709352", 3室2厅 , 141.5,111,17
巴塞罗那一期  ,"123.385399602,41.8038746497", 3室2厅 , 107,120,46
万科新里程  ,"123.513544428,41.7492344647", 2室1厅 , 79.46,92,10
沿海赛洛城  ,"123.466932152,41.7359842248", 2室2厅 , 101.63,95,14
溪林花园  ,"123.482854505,41.7686312498", 3室2厅 , 156.2,72,43
府城铭邸  ,, 3室2厅 , 91,76,25
万科明天广场  ,"123.463404667,41.7301005716", 2室1厅 , 57.25,85,23
香檀1917  ,"123.476122921,41.8129691004", 2室1厅 , 103,120,3
鑫丰又一城  ,"123.399992568,41.8077910972", 2室1厅 , 65,74,2
伯伦时代  ,"123.379644719,41.7989151046", 2室1厅 , 52.49,60,8
凯旋门  ,"123.388536671,41.7973709468", 3室2厅 , 121.54,225,2
巴塞罗那二期  ,"123.385399602,41.8038746497", 2室2厅 , 98,142,0
长白苑  ,"123.388133496,41.7494002571", 3室2厅 , 59.32,66,1
五里河城  ,"123.436297852,41.7676324814", 2室2厅 , 141.1,118,2
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.06,275,0
融城时代  ,"123.453180173,41.7360988639", 2室2厅 , 95.6,99,0
万科城六期  ,"123.398145174,41.7557053445", 2室2厅 , 99.79,205,4
新华国际公寓  ,"123.465357251,41.7523285506", 2室1厅 , 86.42,108,0
首创国际城  ,"123.45412981,41.7393217732", 3室2厅 , 99.17,118,6
龙湖唐宁ONE  ,"116.759347462,23.4088492262", 2室2厅 , 88,147,5
金地滨河国际·悦城  ,"123.521829305,41.7545387777", 2室2厅 , 83.49,110,3
浅草绿阁六期枫丹白露  ,"123.482715768,41.845129292", 2室1厅 , 96.99,135,0
龙湖唐宁ONE  ,"116.759347462,23.4088492262", 2室2厅 , 79.7,155,3
恒大雅苑  ,"123.403296592,41.9052140811", 2室2厅 , 85.38,68,6
长白新城  ,"123.389032465,41.7474797493", 2室1厅 , 66.82,66,2
依云北郡四期  ,"123.398223557,41.8729910607", 3室2厅 , 95.94,150,7
万科金色家园  ,"123.464888407,41.8214869934", 5室2厅 , 238.41,355,20
金地长青湾·丹陛  ,"123.518265266,41.7599597196", 4室2厅 , 178.44,249,4
金地长青湾  ,"123.518265266,41.7599597196", 3室2厅 , 264.55,340,11
彤利紫竹茗郡  ,"123.479032323,41.8480888054", 2室1厅 , 66.65,53.6,19
万科金色家园  ,"123.464888407,41.8214869934", 4室2厅 , 214.14,265,3
彤利紫竹茗郡  ,"123.479032323,41.8480888054", 4室2厅 , 84,66,6
金地滨河国际·上城  ,"120.180126139,30.2323576392", 2室2厅 , 79,110,4
恒大城二期  ,"123.402013717,41.8839286983", 2室2厅 , 91,78,10
阳光尚城4.2期  ,"123.404506578,41.8694649859", 3室1厅 , 121.19,100,5
万科新榆公馆  ,"123.438555477,41.7217666394", 3室2厅 , 94,91,5
郡原小石城  ,"123.410913375,41.6972703469", 3室2厅 , 93.9,84,7
LOHAS上院  ,"123.461907555,41.7265370612", 2室2厅 , 81.49,80,4
荣盛爱家郦都  ,"123.439556733,41.7400082873", 3室2厅 , 91.86,125,4
亚都名苑  ,"123.402286677,41.866966447", 2室1厅 , 65.55,50,69
纳帕名门  ,"123.367059789,41.791108548", 2室2厅 , 91.33,128,4
未来城  ,"123.445690179,41.7897789673", 2室2厅 , 91.89,118,21
绿地老街坊  ,"123.387967748,41.8771087393", 2室1厅 , 65.1,38.5,115
和泓国际  ,"123.411062535,41.7424075279", 2室1厅 , 92.8,145,5
巴塞罗那二期  ,"123.385399602,41.8038746497", 2室2厅 , 74.56,110,19
新湖明珠城  ,"123.391694839,41.8184772973", 2室1厅 , 67.56,83,6
亚都名苑  ,"123.402286677,41.866966447", 2室2厅 , 85.11,48.5,49
首创国际城  ,"123.45412981,41.7393217732", 2室2厅 , 95.89,122,10
信达万科城（尚城）  ,"123.446710265,41.6951556101", 3室2厅 , 121.6,133,13
半岛公馆  ,"123.402252419,41.7432407259", 3室2厅 , 192.72,310,3
万科春河里  ,"123.437241486,41.7848917793", 1室1厅 , 166.72,350,5
东亚国际城  ,"123.532979783,41.7539774494", 2室1厅 , 75,72,14
同方世纪大厦  ,"123.463585821,41.7238087607", 1室0厅 , 52.67,42,15
枫合万嘉三期  ,"123.474707432,41.8236108468", 2室2厅 , 99,120,4
锦联左岸  ,"123.477345617,41.8257058204", 1室1厅 , 43.25,32,11
银亿万万城  ,"123.40646661,41.8912208949", 3室2厅 , 87.54,65,70
第一城E组团  ,"123.353059079,41.8133700476", 2室2厅 , 99.09,80,103
宏发华城世界橙郡1  ,"123.34337925,41.7733525814", 2室2厅 , 86,63,47
亚都名苑  ,"123.402286677,41.866966447", 3室2厅 , 121.74,98,7
宏发英里  ,"123.333888784,41.7576021951", 3室2厅 , 91.56,70,46
金地檀溪  ,, 2室2厅 , 88,118,3
阳光尚城一期  ,"123.40501631,41.8769918804", 3室2厅 , 118,97,7
金地名京一期  ,"123.376277363,41.8235251907", 2室2厅 , 79.26,127,5
恒大绿洲一期  ,"123.342105752,41.751613775", 2室1厅 , 83.4,90,2
亿丰南奥国际  ,"123.47606149,41.7425433279", 1室0厅 , 44.24,44,64
保利百合花园东园  ,"123.394930912,41.8101839047", 1室0厅 , 51.94,52,27
华发首府  ,"123.46650549,41.7396333202", 2室1厅 , 75.12,102,30
中海国际社区一期  ,"123.42189771,41.7464514168", 2室2厅 , 89.66,122,43
卧波苑  ,"123.424741659,41.7783052623", 4室2厅 , 287,280,0
沈铁田园牧歌  ,"123.434823594,41.7132336046", 3室1厅 , 111.16,112,1
新湖北国之春  ,"123.396634756,41.8157089194", 3室2厅 , 116.16,140,2
银亿万万城  ,"123.40646661,41.8912208949", 2室1厅 , 49.49,34,12
泰荣湾  ,"123.532310217,41.7544388386", 2室2厅 , 87,95,34
金地檀郡  ,"123.44971877,41.7357112666", 4室2厅 , 211.01,296.5,21
金地名京四期  ,"123.376277363,41.8235251907", 3室2厅 , 156,315,1
万恒领域  ,"123.501422133,41.8377700935", 1室1厅 , 70.33,45,31
顺通社区  ,"123.44805479,41.7893230682", 2室1厅 , 61,70,26
巧克力城  ,"123.502845696,41.8483159122", 1室1厅 , 50.63,35,115
金地名京一期  ,"123.376277363,41.8235251907", 4室2厅 , 205,430,15
金地檀溪  ,, 3室2厅 , 150,305,20
亚都名苑  ,"123.402286677,41.866966447", 2室1厅 , 113.22,84,61
天河家园三期  ,"123.406233519,41.7462601421", 2室1厅 , 90.99,117,7
SR国际新城  ,"123.458870231,41.738396671", 3室2厅 , 185,160,6
五爱社区  ,"123.450497601,41.7917498617", 2室2厅 , 83.51,99,8
诗波特生活园  ,"123.381520146,41.7880989376", 2室2厅 , 138.11,95,17
中海国际社区二期  ,"123.414082403,41.7458402866", 2室2厅 , 107.56,168,7
中海国际社区三期学府  ,"123.42189771,41.7464514168", 3室2厅 , 126.69,234,7
爵士意境  ,, 1室1厅 , 43.57,53,5
河畔花园  ,"123.44647624,41.7626893176", 4室4厅 , 295.44,240,8
绿城全运村锦兰苑A区  ,"123.479581598,41.682902401", 4室2厅 , 107.45,300,20
阳光尚城4.2期  ,"123.404506578,41.8694649859", 2室1厅 , 98,82,33
翠堤豪园  ,"123.421659393,41.7636597581", 4室2厅 , 236.4,900,6
金地长青湾·丹陛  ,"123.518265266,41.7599597196", 3室2厅 , 137,245,1
阳光尚城4.2期  ,"123.404506578,41.8694649859", 2室2厅 , 98,75,3
富海澜湾半岛  ,, 2室2厅 , 82.15,117,3
君临天下熙城桃源  ,"111.270706549,28.9178176816", 6室3厅 , 111.13,126,22
中海国际社区二期  ,"123.414082403,41.7458402866", 4室2厅 , 161,300,17
远洋天地  ,"123.408664086,41.7568009468", 2室2厅 , 97.21,220,25
中铁人杰水岸一期  ,"123.407459902,41.9477001206", 1室0厅 , 50.1,36,0
汇景新世界  ,"123.429527888,41.7609282385", 4室2厅 , 188.9,400,1
春田小区  ,"123.451094652,41.7720030752", 3室2厅 , 186.3,145,0
金地名京二期  ,"123.376277363,41.8235251907", 5室3厅 , 205,650,2
万科鹿特丹  ,"123.40598605,41.735764965", 3室2厅 , 169.9,315,3
金地棕榈岛  ,"123.523164871,41.7631050611", 3室2厅 , 131.59,190,1
碧桂园公园里  ,"123.439511619,41.6989690689", 3室2厅 , 116.21,186,0
银基东方威尼斯  ,"123.487714976,41.7663578732", 3室2厅 , 164.42,195,1
金地锦城西区  ,"123.459646466,41.7182942452", 3室2厅 , 125.9,277,0
银基东方威尼斯  ,"123.487714976,41.7663578732", 2室2厅 , 98.48,110,1
鑫丰御景华庭  ,"123.381290292,41.8105128269", 2室1厅 , 96.4,178,2
绿厦爵仕汇  ,"123.380289196,41.810931871", 3室2厅 , 97.31,200,0
鑫丰雅苑  ,"123.377770448,41.8071966847", 2室2厅 , 116.28,120,2
七彩阳光  ,"123.407755349,41.872887491", 1室1厅 , 55.68,43,22
中央公馆  ,"123.471889429,41.8241752989", 3室2厅 , 152.04,150,23
长福家园  ,"123.471928486,41.8153707297", 2室1厅 , 49.14,36,43
天光社区  ,"123.448100114,41.8032789948", 3室1厅 , 142.68,92,21
北方奥运  ,, 2室2厅 , 129.3,75,1
七彩阳光  ,"123.407755349,41.872887491", 4室3厅 , 97.79,78,24
五矿紫晶御府  ,"123.471066462,41.7770865677", 2室1厅 , 106.34,120,13
五矿紫晶御府  ,"123.471066462,41.7770865677", 2室1厅 , 106.42,133,1
香檀1917  ,"123.476122921,41.8129691004", 2室1厅 , 78.27,75,7
双路社区  ,"123.455070468,41.7815047621", 1室1厅 , 59.04,64,0
金地棕榈岛  ,"123.523164871,41.7631050611", 3室2厅 , 119.65,160,1
兴化社区  ,"123.450944374,41.799950863", 1室1厅 , 45,29,12
天泰翰宇苑  ,"123.51432067,41.7468538902", 2室2厅 , 111.36,88,3
万科金域蓝湾  ,"123.496458757,41.7532438511", 3室2厅 , 143,240,3
华府丹郡  ,"123.395153421,41.6839251239", 1室1厅 , 60,49,2
华发岭南荟  ,"123.496289684,41.7451555931", 2室1厅 , 90.68,100,7
城中艺景  ,"123.466725917,41.8248084106", 2室2厅 , 97.42,115,0
新华壹品A区  ,"123.485074189,41.8407494166", 2室2厅 , 91.9,102,0
文华街三号院  ,"123.529882227,41.7526390694", 3室2厅 , 115,108,42
泛美华庭  ,"123.458637403,41.7453469874", 2室1厅 , 90,94,38
银亿万万城  ,"123.40646661,41.8912208949", 2室1厅 , 49,42,39
第一城A组团  ,"123.353059079,41.8133700476", 3室2厅 , 110.87,118,1
华茂中心  ,"123.470507089,41.6942226532", 3室2厅 , 98.43,103,8
碧桂园公园里  ,"123.439511619,41.6989690689", 3室2厅 , 89.9,92,3
荣盛盛京绿洲  ,"123.425926072,41.95897574", 2室1厅 , 75.7,45,3
城市经典  ,"123.465039185,41.8251292022", 2室1厅 , 59.52,52,17
富海铭尊  ,"123.372958319,41.8228734292", 2室1厅 , 55.5,49,117
庆云小区  ,"123.443101942,41.7999076945", 1室1厅 , 47.62,41.5,54
中海国际社区二期  ,"123.414082403,41.7458402866", 4室2厅 , 161.76,270,0
金地名京三期  ,"123.376277363,41.8235251907", 2室2厅 , 89.87,130,2
新加坡城  ,"123.401336371,41.7349047686", 1室1厅 , 55.19,84,1
万科春河里  ,"123.437241486,41.7848917793", 2室1厅 , 84.04,160,18
郡原小石城  ,"123.410913375,41.6972703469", 3室2厅 , 87.21,66,53
中科社区  ,, 3室2厅 , 84.33,65.8,24
万达广场E组团  ,"123.362234532,41.7874469405", 2室2厅 , 103.43,74,278
阳光尚城三期  ,"123.401138363,41.8731572295", 3室2厅 , 94,76,103
凯旋门  ,"123.388536671,41.7973709468", 3室2厅 , 145.48,240,24
阳光尚城4.1期  ,"123.404506578,41.8694649859", 2室1厅 , 77.6,65,23
格林观堂一期  ,"123.397588035,41.7479598771", 3室2厅 , 130.16,230,6
华润奉天九里  ,"123.503263769,41.7550354236", 2室2厅 , 92.46,140,27
信达万科城（尚城）  ,"123.446710265,41.6951556101", 3室2厅 , 121.28,138,15
隆河谷  ,"123.421227738,41.7031966989", 4室2厅 , 197.77,230,11
三鑫顺德园  ,"123.500681798,41.8438292082", 1室1厅 , 54.46,36,12
第一城F组团  ,"123.353059079,41.8133700476", 2室2厅 , 90,79,51
亚都名苑  ,"123.402286677,41.866966447", 2室2厅 , 97.59,69,114
万科城二期  ,"123.398145174,41.7557053445", 3室2厅 , 162,270,5
文华小区  ,"123.445856028,41.7950805085", 2室1厅 , 56.56,42,26
金水花城一期  ,"123.47541524,41.756147606", 3室2厅 , 170,120,79
沿海赛洛城  ,"123.466932152,41.7359842248", 3室2厅 , 131,120,51
文华园  ,"123.479441364,41.8295639231", 2室2厅 , 117.37,115,3
亿丰南奥国际  ,"123.47606149,41.7425433279", 3室2厅 , 130.56,121,25
第一城B组团  ,"123.353059079,41.8133700476", 2室2厅 , 94.5,105,6
SR国际新城  ,"123.458870231,41.738396671", 2室2厅 , 126.39,115,15
恒大绿洲二期  ,"123.338061305,41.7512948539", 3室2厅 , 144,97,56
恒大绿洲二期  ,"123.338061305,41.7512948539", 3室2厅 , 136.36,96,47
格林英郡  ,"123.398062037,41.7313954715", 2室1厅 , 72.25,76,9
恒大绿洲三期  ,"123.34228972,41.7522390188", 3室2厅 , 119.03,95,63
万科春河里  ,"123.437241486,41.7848917793", 4室2厅 , 206,530,11
金地滨河国际·上城  ,"120.180126139,30.2323576392", 4室2厅 , 147,192,7
第一城B组团  ,"123.353059079,41.8133700476", 2室2厅 , 67.63,68,13
第一城A组团  ,"123.353059079,41.8133700476", 2室2厅 , 86.43,81,22
富云新都西区  ,"123.36288744,41.8174076034", 2室2厅 , 81,79,9
金地长青湾·丹陛  ,"123.518265266,41.7599597196", 3室2厅 , 158.62,360,0
韵动领地  ,"123.391992249,41.7930423126", 1室1厅 , 50.49,44,2
荣盛紫提东郡  ,"123.557243761,41.7740050751", 3室2厅 , 108.65,90,7
瑞士家园  ,"123.465824501,41.8189432932", 2室2厅 , 109.54,88,0
龙净运河湾3号  ,, 3室2厅 , 124.26,185,0
万科城六期  ,"123.398145174,41.7557053445", 3室2厅 , 139.02,360,0
佳园新村  ,"123.456014015,41.7432845231", 3室2厅 , 164.96,152,1
汇景新世界  ,"123.429527888,41.7609282385", 2室2厅 , 102.15,180,6
保利达江湾城二期  ,"123.462420373,41.7541400285", 2室2厅 , 90.84,128,3
格林生活坊二期  ,"123.398218216,41.751452183", 3室2厅 , 131,235,2
艾格尔e会展  ,, 2室1厅 , 71.99,75,0
格林生活坊三期  ,"123.403824342,41.7530579154", 2室2厅 , 99.26,190,2
新华佰代宜居  ,"123.449372517,41.7346498813", 2室1厅 , 75.72,75.8,1
佳城花园  ,"123.431952241,41.6934990771", 2室1厅 , 84.98,46,13
华发岭南荟  ,"123.496289684,41.7451555931", 3室2厅 , 133.43,147,6
富海澜湾半岛  ,, 3室2厅 , 112.12,185,1
九洲湾景汇  ,"123.386627257,41.7068532016", 3室2厅 , 110.5,108,2
云峰花园  ,"123.385953401,41.7992356086", 2室1厅 , 86.9,78,3
梧桐馨园  ,"123.486641833,41.8448736724", 2室1厅 , 99.48,60,7
阳光港湾  ,"123.480788448,41.8233782907", 1室1厅 , 54.55,57,0
坤泰新界  ,"123.482470289,41.7445146726", 3室1厅 , 119.9,119,1
郡原小石城  ,"123.410913375,41.6972703469", 2室2厅 , 79.21,76,2
莱茵河畔  ,"123.490271121,41.8195742463", 2室2厅 , 101.2,96,0
万科金色家园  ,"123.464888407,41.8214869934", 3室2厅 , 151,177,1
华府丹郡  ,"123.395153421,41.6839251239", 2室2厅 , 64.02,48,2
御泉华庭  ,"123.469293676,41.8217831815", 2室2厅 , 108.92,130,0
双路社区  ,"123.455070468,41.7815047621", 2室1厅 , 56,70,0
名流印象一期  ,"123.473389421,41.7385789125", 2室2厅 , 98,92,2
枫合万嘉一期  ,"123.471824407,41.8195660872", 2室2厅 , 98,128,0
泰盈十里锦城  ,"123.373038384,41.6758034265", 2室1厅 , 110.2,68,2
河畔新城一期  ,"123.484844064,41.7540165766", 3室2厅 , 139.86,172,39
五爱社区  ,"123.450497601,41.7917498617", 3室2厅 , 154.13,140,42
天河家园四期  ,"123.406233519,41.7462601421", 5室3厅 , 103.95,138,4
金地国际花园  ,"123.492244161,41.7499846845", 3室2厅 , 119.71,170,16
泰荣湾  ,"123.532310217,41.7544388386", 2室2厅 , 99.44,99,19
阳光尚城三期  ,"123.401138363,41.8731572295", 3室2厅 , 112.37,120,2
万科新榆公馆  ,"123.438555477,41.7217666394", 1室1厅 , 53.84,53,72
依云北郡F区  ,"123.395071938,41.8727450615", 4室2厅 , 100.33,135,5
亚都名苑  ,"123.402286677,41.866966447", 3室2厅 , 125.74,95,39
宏伟茗都  ,"123.360176717,41.8079967591", 4室3厅 , 179.1,130,13
东方玫瑰园  ,"123.501909298,41.8421843491", 3室2厅 , 102.93,75,29
人和家园  ,"123.479539985,41.8431503546", 4室2厅 , 165.78,135,1
保利溪湖林语四期  ,"123.386980831,41.9010344256", 2室2厅 , 87.15,85,6
金地铂悦  ,"123.507184242,41.8403955518", 3室2厅 , 150,245,3
彤利紫竹茗郡  ,"123.479032323,41.8480888054", 3室1厅 , 93.31,78,3
世茂新五里河  ,"123.441323874,41.764121994", 4室2厅 , 235.74,281,2
东方银座中心城  ,"123.496804322,41.8290618771", 2室2厅 , 123.5,210,0
中海和平之门  ,"123.4201469,41.7354826197", 2室2厅 , 77.15,130,10
金地滨河国际·上城  ,"120.180126139,30.2323576392", 3室2厅 , 139.04,191,12
华润幸福里  ,"123.406232756,41.7498327453", 3室2厅 , 141,330,19
依云北郡D区  ,"123.39346634,41.869360057", 3室2厅 , 133.13,125,15
凯旋门  ,"123.388536671,41.7973709468", 4室2厅 , 211.7,400,7
巴塞罗那一期  ,"123.385399602,41.8038746497", 2室1厅 , 87.92,130,37
亿丰南奥国际  ,"123.47606149,41.7425433279", 3室2厅 , 134,135,23
宏发国际名城  ,"123.377579932,41.7860778797", 2室2厅 , 124.6,125,12
金地檀溪  ,, 3室2厅 , 140.16,180,52
金地长青湾·丹陛  ,"123.518265266,41.7599597196", 3室2厅 , 143.1,210,12
美好愿景  ,"123.340815494,41.8184376743", 2室1厅 , 76.57,68,22
第一城B组团  ,"123.353059079,41.8133700476", 2室2厅 , 98.79,107,35
慧缘馨村  ,"123.496655261,41.7505144445", 3室2厅 , 151.28,132,4
塞纳家园  ,"123.509525339,41.7533209851", 3室3厅 , 93.5,100,15
保利达江湾城一期  ,"123.462420373,41.7541400285", 3室2厅 , 111.25,160,19
泛美华庭  ,"123.458637403,41.7453469874", 1室1厅 , 63.36,64,30
新湖中国印象  ,"123.392895764,41.8137865481", 2室2厅 , 99.14,117,11
名流印象二期  ,"123.473389421,41.7385789125", 3室2厅 , 134.5,145,8
第一城D组团  ,"123.353059079,41.8133700476", 2室1厅 , 78.13,75,20
第一城F组团  ,"123.353059079,41.8133700476", 1室1厅 , 54.85,62,7
华润幸福里  ,"123.406232756,41.7498327453", 2室1厅 , 93,188,9
银亿万万城  ,"123.40646661,41.8912208949", 3室2厅 , 98.52,82,2
四季嘉园二期  ,"123.37591453,41.807999905", 2室1厅 , 70.63,58,90
第一城A组团  ,"123.353059079,41.8133700476", 2室2厅 , 98.48,98,17
绿色家园  ,"123.369363905,41.8325443519", 3室2厅 , 123.54,62,98
第一城B组团  ,"123.353059079,41.8133700476", 2室1厅 , 106.76,120,4
九洲御府  ,"123.388357173,41.7093287296", 3室2厅 , 97.76,140,27
塞纳家园  ,"123.509525339,41.7533209851", 2室2厅 , 102.03,96,11
景丽花园小区  ,"123.337928046,41.8185384201", 2室1厅 , 54.53,36,58
鑫丰花园  ,"123.402335188,41.8083099428", 2室2厅 , 117.64,99.5,21
万科城二期  ,"123.398145174,41.7557053445", 3室1厅 , 145,225,5
永环社区  ,"123.443504981,41.7978117799", 2室2厅 , 105.57,110,9
中海国际社区五期  ,"123.421240077,41.7444339992", 2室2厅 , 88.5,160,1
万科金域蓝湾  ,"123.496458757,41.7532438511", 3室2厅 , 146.82,220,2
格林生活坊二期  ,"123.398218216,41.751452183", 1室1厅 , 56.56,128,2
长白新城  ,"123.389032465,41.7474797493", 3室2厅 , 123.07,139,1
伯伦时代  ,"123.379644719,41.7989151046", 2室1厅 , 67.1,69,13
长白新城  ,"123.389032465,41.7474797493", 3室2厅 , 123,135,1
龙湖唐宁ONE  ,"116.759347462,23.4088492262", 2室2厅 , 92.4,165,2
万科城四期  ,"123.398145174,41.7557053445", 2室2厅 , 106.36,180,5
亿丰南奥国际  ,"123.47606149,41.7425433279", 3室2厅 , 128.31,130,3
第一城D组团  ,"123.353059079,41.8133700476", 3室2厅 , 114.02,140,1
九洲御府  ,"123.388357173,41.7093287296", 3室2厅 , 102,130,3
SR国际新城  ,"123.458870231,41.738396671", 3室2厅 , 136.94,139.8,7
双路社区  ,"123.455070468,41.7815047621", 3室1厅 , 87.24,90,0
龙湖唐宁ONE  ,"116.759347462,23.4088492262", 2室2厅 , 94,170,2
沿海赛洛城  ,"123.466932152,41.7359842248", 3室2厅 , 120.57,118,8
远洋天地  ,"123.408664086,41.7568009468", 2室2厅 , 90.94,160,1
示范和平家园  ,"123.397230252,41.8114395139", 2室2厅 , 115.25,92,3
荣盛盛京绿洲  ,"123.425926072,41.95897574", 3室2厅 , 99.25,73,11
人杰水岸二期  ,"123.404389735,41.9462990116", 2室2厅 , 92.21,67,4
新加坡城  ,"123.401336371,41.7349047686", 2室1厅 , 96.8,122,4
阳光梧桐园  ,"123.482065599,41.8440247975", 2室2厅 , 105,115,2
龙湖花千树  ,"123.339179462,41.8166461014", 2室1厅 , 88.17,120,1
金地滨河国际·上城  ,"120.180126139,30.2323576392", 3室2厅 , 93.79,135,3
中央大学城  ,"123.432474305,41.9219240401", 3室2厅 , 112.06,58,31
天河家园二期  ,"123.406233519,41.7462601421", 2室1厅 , 74.14,108,1
保利达江湾城一期  ,"123.462420373,41.7541400285", 3室2厅 , 110.8,160,3
碧桂园银河城星语苑  ,"123.339742461,41.7557036556", 5室2厅 , 207.68,165,1
